Teks Asli;Prediksi Lexicon
Baru kirim ulasan   Barang cepat sampe ngga nyangka padahal jauh Barang mantap ngga ada kekurangan;senang
mantab sesuai pesanan;senang
Warna sesuai,bagus tidak mengecewakan;marah
kurang suka, sepatu kiri zonk, talinya kurang panjang, kurang rapi dari bentuk sepatu kirinya, bagusan kanan;senang
Sepatunya bagus banget, pacar aq suka Vidionnya ada di tiktok aq, krna mau upload disini durasi ngak cukup😊 Kualitasnya oke, wlaupun ada sedkit jahitan yg ngak rapi, tapi overall bagus banget 👍🏻👍🏻;senang
bagus sih Literally perfect banget, brand lokal ini bener bener bagus banget sangat rekomen 100%💫;senang
Bentuk dan ukuran: Sangat menarik ukuran juga pas sekali pokoknya mantap lah;senang
Barang bagus,ukurannya pas,,pokoknya tidak mengecewakan;marah
Barang original, bagus bgt realpict, recomend pokoknya;senang
Bentuk dan ukuran: Sesuai gambar Aroma: Harum Daya tahan pakai: Semoga aman sampai lama;senang
Enak di pake, nyaman, bisa buat main sama acara wisuda sodara;senang
bagi, mau ambil yg 40 udh habis jadi 39 aga sempit sedikit tapi gapapa, kalo udh sempit bgt mau beli lgi;senang
Thanks aero. Baru di unboxing belom dicoba, semoga awet. Overall semua nya aman mungkin minus 1 aja ada sisa-sisa lem yg masih membekas di sisi sepatu, selebihnya aman.👍;senang
Cuttingannya kurg rapi jadi dibawah telapaknya masih ada karet yg nonjol. Terus di solenya yg warna putih kaya masih ada sisa karet yg potongannya kurg rapi. Kalo dihalusin baru ok 👍;senang
Barang sudah diterima. Box tidak rusak. Sizenya pas dikaki anak saya. Sepatunya keren. Anak saya suka sekali. Berikutnya bakal pesan disini lagi. Produk lokal tapi berkualitas. Mantappp ! Terimakasih.;senang
Sesuai sayangnya paketnya cman di pakek i plastik doang jadi box nya rusak;senang
Bentuk dan ukuran: Sangat puas Aroma: Baru Daya tahan pakai: Joss. Sdh terbukti Warna: Bagus;senang
Bentuk dan ukuran: Sesuai Aroma: Good Daya tahan pakai: Semoga awet Sesuai harapan terimakasih aerostreet  Sudah langganan dari dulu🙏;senang
Kualitas bagus dengan harga yang ramah dikantong,barang yang dikirim sesui;senang
Sepatu nya keren, ukuran nya pas, sepatu nya juga nyaman;senang
barang bagus sesuai pesanan Bentuk dan ukuran: baik Warna: sesuai;senang
Bagus sepatu nya, sayang no 42 nya ngepas bgt di anak ku jdnya sakit KLO dipake. pdhl masih kls 2 SMP.. next harus beli no 43😅;senang
Bagus sesuai gambar dan seperti biasanya karena toko oficial tetap 👍;senang
Sepatunya keren sesuai sama harganya, cuma saya saranin buat up size karna takutnya kekecilan. semangat terus... support produk lokal!;senang
Sepatunya udah nyampe tp ko ngemasnya kurang rapih jdi sobek dusnya sepatunya sih ok mantap;senang
Sebenarnya bangus cuman masih banyak benang² yang opsed tolong di perhatikan lagi....yaa untuk sepatu harga segitu wo lah;senang
sesuai deskripsi, bagus, pengiriman cepat;senang
Bagus  sesuai apa yang saya harapkan;senang
Bentuk dan ukuran: pas Warna: keren udah lama langganan beli sepatu d sini emang wort it dari dulu;senang
Bentuk dan ukuran: pass bagusss bahannya untuk hargaa segituu😁;netral
bagus banget pokoknya mah, warna, bahan, kenyaman, cakep semuaaaaaa. minusnya cuma gak dapet freebies tapi overall udah cakep banget dah;senang
Bagus Kualitasnya,tapi pas sampai ada sedikit noda di sepatu nya;senang
Bagus cuman ya benangnya ada yang menonjol tapi enggak tau untuk ketahan sepatunya semoga awet lah😁;senang
Top;netral
Terlalu buru2 beli krna gada ukuran 44 kosong terus ambil nya 42 malah seret ngepas;sedih
biasa pakek ukuran 42 tapi di sini ukuran 42 nya kecil bgt next klo order lagi berarti harus naik 1 nomer dari ukuran biasa.;senang
Bagus tapi finishing nya diperhatikan lagi, ya walaupun dapat harga 130an worth it lah;senang
klo aerostreet mah gausah di tanya kualitasny..GACORRR;netral
Bentuk dan ukuran: up 1 size dari size biasanya Warna: mantap;senang
Gak nyangka si kualitasnya sebagus ini untuk harga sepatu di bawah 200K;netral
Insole nya kureng, ga rata bikin sakit kaki saat pake jalan lama;marah
Bagus banget Dengan harga segini;senang
Penguriman cepat ,kurir ramah,barang bagus ,rekomend dch,,yg pd mau co ,jangan ragu,,d jamin bakal ketagihan;senang
Pas bgt di kaki;netral
Barang bagus tapi lumayan berat sihh Pekinganya rapi pengiriman juga cepat sihh;senang
Bagus ,cuma kurang besar co 41, size 42 nya kosong;senang
ukuran kurang pas. biasanya beli ukuran segitu sudah pas. kurang beruntung saya.;senang
Cakep pol... Harga segitu berasa ga percaya dapat sepatu secakep ini... Semoga suami ku senang..🥰;senang
Mantab sekali barangnya gak nyesel beli produk lokal ini real pick sekali Terimakasih seller amanah dan kurir andalan 👍;senang
keceee minn, wajib beli nihh buat pecinta hoops AEROSTREET;senang
Barangnya sudah sampai, sangat suka sekali sama sepatunya pas dan nyaman d kaki, makasih seller dan tiktok;senang
Bahannya bagusss;netral
Cakeppp polll.Sebenar nya beli untuk suami,tpi,Sepatu nya udah di kirim ke kampung,karna ipar minta.Gak sempat  order lgi keburu yg bawah udah mau pulang,ya,udah di iklas in aja.Mau repeat order,ternyata size suami udah abisss..;marah
Bentuk dan ukuran: Enak di pakai Warna: Sesuai di foto;senang
packingnyanya rapih, bahannya the best bangettt, desainnya juga oke ketceehhh bangettt pokoknyaaaa mauuu pesan lagii untuk cewek, soalnya yg pertama untuk cowok, pokoknyaaa gokillll parahh ini mahhhh;senang
Kualitas sangat baik, semoga awet, next order lagi;senang
Selalu beli sepatu aerostreet krn kualitas bagus dan model sepatunya keren;senang
Brang real pick asli diluar dugaan keren;senang
keren banget pokonya love banget...;senang
Selalu repeat sama lokal brand ini, the best kualitasnya;senang
bagus   tp adek sya kurang besar jadi nya pesan lagi;senang
Bagus Agak kekecilan padahal sdh d lebihin 1 size;senang
Ya cocok dengan diskripsi;senang
sesuai pesanan bagus rapih pas banget dikaki;senang
Thanks brgnya sdh diterima sesuai pesanan, hy ukurannya lebih kecil;senang
ternyata ga sesuai dengan deskripsi untuk panjang ukuran saya beli 37 di deskripsi 24,4 ternyata datengnya 23,9;senang
Barangnya bagus bnget gak nyesel belinya sesuai sama expetasi;senang
Modelnya bagus,cocok buat anak muda dan sepatunya ringan...;senang
jaitan kurang rapih, tpi sisanya oke sih 👍;senang
Udah gk heran lagi sama kualitan aerostreet, mantapp 🫰🫰🫰;senang
jahitannya ada yang masih belum rapi;senang
Barang mantap sesuai dan pas,rekomended bnget aerostreet ini;senang
Mantap sesuai dan bagus...recom banget buat semua.yang g order nyesel;senang
Bagus banget anak saya suka, minta saran gmna cara cuci sepatuya biar awet... Ini beli yg ke 2 kali ya, yg 1 blum ad 1 tahun udah rusak 🙏;senang
Bentuk dan ukuran: Jadi candu produk lokal 1 ini wkwkwk;marah
Baguss, kualitas oke, harga worth it bgttt;senang
Puas bwangt  Udah kesekian kalinya beli prodak ini Asli GK kecewa Yg ada mah puas pke bwangt Maaf GK sempat ke foto barangx udah keburu di kasih oleh tuannya;senang
bagus cuman ada bercak titik;senang
sepatunya lumayan bwt ke sekolah, anak saya suka;senang
kualitas bagus, anak saya puas dengan barangnya;senang
bjiirr sukaaak... cakep parah dahal produk lokall..ga nyesel beliii.. sayang ga evidence pas unboxing krn kukira dh on trnyata belom😭;senang
barang memuaskan tidak ada foto karena malas hehehehe;netral
Bentuk dan ukuran: Pas dn sesuai. Kereenn;senang
Terima kasih min barangnya sampai tepat waktu  Kualitas bagus harga ekonomis;senang
sepatunta bagus, sesuai sama gambarnya, terima kasih;senang
Keren tidak ada cacat dan emang produk spatu aerostreet keren;senang
Produk nya keren  Tapi saran awak klo bisa kasih lah kaos nya min😁;senang
Keren bagus ukuran pas cakep aerostreet the best;senang
kali kedua beli..tp aga beda keliatannya dari waktu pertama beli😅;netral
Lokal berani bersaing. Harga murah, tapi tidak murahan. Mantap aerostreet ⭐️⭐️⭐️⭐️⭐️;senang
kecewaaa  sepatu nya bagus si tapi kecewaa size nya kebesaran 😭;senang
pengiriman cmn 1hri? yang bener ajaa;netral
Pengiriman cuma 1hari? Serius? Aku check outnya senin loh.. masa iya selasa udah dateng aja barangnya.. dan juga Kurir ramah sekali pula;senang
Sesuai dengan gambar, ukuran sesuai, semoga nanti bisa dapat promo lagi dari aerostreet;senang
Bagus bangetttt tapi Saran ngambil UK nya lebih 1 size dari size biasanya;senang
100% recommended;netral
Barangnya sudah sampai ..barang bagus , pengiriman cepet;senang
Pas dan bagus kualitasnya;senang
Sepatu ini sangat tidak nyaman! Saya tidak bisa berjalan dengan baik setelah memakainya.;marah
Kualitas jahitan sangat buruk, sepatu langsung robek setelah dipakai satu kali!;marah
Ukuran yang saya terima jauh lebih kecil dari yang dipesan, sangat mengecewakan!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Harganya mahal, tetapi kualitasnya sangat mengecewakan, saya tidak akan membeli lagi!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Sepatu ini sangat tidak nyaman, saya merasa sakit setelah memakainya!;marah
Saya merasa ditipu karena produk yang saya terima sangat berbeda dari gambar!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan setelah saya menghubungi!;marah
Saya sangat kecewa karena sepatu ini tidak sesuai dengan ukuran yang saya pesan!;marah
Harganya mahal, tetapi kualitasnya sangat buruk, saya tidak akan membeli lagi!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Sepatu ini sangat tidak nyaman, saya merasa sakit setelah memakainya!;marah
Saya merasa ditipu karena produk yang saya terima sangat berbeda dari gambar!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan setelah saya menghubungi!;marah
Saya sangat kecewa karena sepatu ini tidak sesuai dengan ukuran yang saya pesan!;marah
Harganya mahal, tetapi kualitasnya sangat buruk, saya tidak akan membeli lagi!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Sepatu ini sangat tidak nyaman, saya merasa sakit setelah memakainya!;marah
Saya merasa ditipu karena produk yang saya terima sangat berbeda dari gambar!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan setelah saya menghubungi!;marah
Saya sangat kecewa karena sepatu ini tidak sesuai dengan ukuran yang saya pesan!;marah
Harganya mahal, tetapi kualitasnya sangat buruk, saya tidak akan membeli lagi!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Sepatu ini sangat tidak nyaman, saya merasa sakit setelah memakainya!;marah
Saya merasa ditipu karena produk yang saya terima sangat berbeda dari gambar!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan setelah saya menghubungi!;marah
Saya sangat kecewa karena sepatu ini tidak sesuai dengan ukuran yang saya pesan!;marah
Harganya mahal, tetapi kualitasnya sangat buruk, saya tidak akan membeli lagi!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Sepatu ini sangat tidak nyaman, saya merasa sakit setelah memakainya!;marah
Saya merasa ditipu karena produk yang saya terima sangat berbeda dari gambar!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan setelah saya menghubungi!;marah
Saya sangat kecewa karena sepatu ini tidak sesuai dengan ukuran yang saya pesan!;marah
Harganya mahal, tetapi kualitasnya sangat buruk, saya tidak akan membeli lagi!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Sepatu ini sangat tidak nyaman, saya merasa sakit setelah memakainya!;marah
Saya merasa ditipu karena produk yang saya terima sangat berbeda dari gambar!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan setelah saya menghubungi!;marah
Saya sangat kecewa karena sepatu ini tidak sesuai dengan ukuran yang saya pesan!;marah
Harganya mahal, tetapi kualitasnya sangat buruk, saya tidak akan membeli lagi!;marah
Sepatu ini sangat berat dan tidak nyaman dipakai, saya merasa sangat kecewa!;marah
Setelah satu minggu, sol sepatu ini sudah mulai terlepas, kualitasnya sangat buruk!;marah
Saya merasa ditipu karena produk yang saya terima tidak sesuai dengan deskripsi!;marah
Warna sepatu yang saya terima tidak sesuai dengan gambar di website, sangat menipu!;marah
Pelayanan pelanggan sangat buruk, tidak ada tanggapan sama sekali setelah saya komplain!;marah
Sepatu ini sangat tidak tahan lama, hanya dipakai beberapa kali sudah mulai rusak!;marah
Saya sangat marah karena pengiriman terlambat dan tidak ada informasi dari penjual!;marah
Desainnya terlihat bagus, tetapi kualitasnya sangat buruk, saya sangat kecewa!;marah
Saya tidak akan merekomendasikan sepatu ini kepada siapa pun, sangat mengecewakan!;marah
Setelah mencoba, saya merasa sepatu ini sangat tidak nyaman dan menyakitkan!;marah
Saya berharap bisa mendapatkan pengembalian uang, tetapi tidak ada respon dari penjual!;marah
Sepatu ini sangat licin, saya hampir jatuh beberapa kali, sangat berbahaya!;marah
Saya merasa sangat kecewa karena tidak ada garansi untuk produk ini!;marah
Kualitas bahan sangat buruk, saya merasa ditipu dengan harga yang saya bayar!;marah
Sepatu ini tidak sesuai dengan ekspektasi saya, sangat mengecewakan!;marah
Saya sangat marah karena sepatu ini tidak cocok untuk aktivitas sehari-hari!;marah
Setelah satu bulan, sepatu ini sudah mulai robek di bagian samping!;marah
Saya tidak puas dengan pembelian ini, sangat mengecewakan!;marah
Saya sangat berharap sepatu ini lebih nyaman, tetapi ternyata tidak.;sedih
Desainnya cantik, tapi sayang sekali tidak sesuai harapan.;sedih
Setelah mencoba, saya merasa sepatu ini tidak cocok untuk saya.;sedih
Sayang sekali bahannya bagus tapi ukurannya meleset jauh.;sedih
Aduh... padahal merek terkenal tapi kualitasnya di bawah standar.;sedih
Saya sangat menyukai desainnya, tetapi ukurannya tidak pas.;sedih
Sepatu ini nyaman, tetapi warnanya cepat pudar.;sedih
Saya berharap bisa lebih puas, tapi ada beberapa kekurangan.;sedih
Sepatu ini bagus, tetapi harganya terlalu mahal untuk kualitas ini.;sedih
Saya merasa sedih karena tidak bisa mengembalikannya.;sedih
Sangat kecewa, karena tidak sesuai harapan saya.;sedih
Saya suka, tapi tidak bisa dipakai lama-lama karena sakit di kaki.;sedih
Desainnya menarik, tetapi tidak nyaman dipakai.;sedih
Saya berharap bisa mendapatkan yang lebih baik.;sedih
Sepatu ini terlihat bagus, tetapi tidak tahan lama.;sedih
Saya merasa sedih karena tidak bisa merekomendasikannya.;sedih
Kualitasnya baik, tetapi tidak sesuai dengan deskripsi.;sedih
Saya suka, tetapi warnanya cepat kotor.;sedih
Sepatu ini nyaman, tetapi tidak cocok untuk cuaca hujan.;sedih
Saya berharap bisa menemukan yang lebih sesuai dengan selera saya.;sedih
Desainnya bagus, tetapi tidak ada ukuran yang pas.;sedih
Saya merasa kecewa karena tidak sesuai dengan ekspektasi.;sedih
Sepatu ini bagus, tetapi saya tidak suka bahan yang digunakan.;sedih
Saya berharap bisa mendapatkan penggantian yang lebih baik.;sedih
Saya sangat menyukai sepatu ini, tetapi sayangnya tidak nyaman.;sedih
Warna sepatu ini sangat cantik, tetapi kualitasnya mengecewakan.;sedih
Saya suka desainnya, tetapi tidak bisa dipakai untuk waktu yang lama.;sedih
Sepatu ini terlihat bagus, tetapi;sedih
Sepatu ini terlihat bagus, tetapi tidak nyaman dipakai dalam waktu lama.;sedih
Saya sangat berharap sepatu ini lebih tahan lama, tetapi cepat rusak.;sedih
Desainnya menarik, tetapi saya merasa tidak cocok dengan gaya saya.;sedih
Saya suka, tetapi sepatu ini membuat kaki saya cepat lelah.;sedih
Kualitasnya baik, tetapi saya merasa kecewa dengan ukuran yang tidak pas.;sedih
Saya berharap bisa mendapatkan yang lebih sesuai dengan harapan saya.;sedih
Sepatu ini nyaman, tetapi warnanya cepat pudar setelah dicuci.;sedih
Saya sangat menyukai modelnya, tetapi bahannya terasa murah.;sedih
Desainnya cantik, tetapi saya tidak bisa memakainya karena terlalu sempit.;sedih
Saya merasa sedih karena tidak bisa menemukan ukuran yang tepat.;sedih
Sepatu ini terlihat bagus, tetapi tidak cocok untuk aktivitas sehari-hari.;sedih
Saya berharap bisa mendapatkan penggantian yang lebih baik, tetapi tidak ada respon.;sedih
Sepatu nya bagus dan lengkap, sampai dengan aman dan kondisi yang bagus. Terima kasih banyak. Bentuk ukuran sangat sesuai sekali.;senang
bagus sepatunya cepet sampe. untuk costumer sudah ok;senang
Alhamdulillah barang sudah sampai dengan selamat, ukuran pas dan nyaman digunakan. dari segi tampilan luar, bobot dan bahan lumayan solid, tidak ada cacat sedikitpun. untuk pengemasan agak ngeri sedap cuma dibungkus plastik, dan ada penyok dikit di kardusnya. semoga awet dipakai. #lokaltakgentar;senang
jahitan dan warna oke, cuma kardusnya kurang gede aja mungkin untuk ukuran setapu yang menjulang keatas, jadi agak nekuk dibagian itu nya. bisa dilurusin tapi butuh usaha, saya kasih digambar aja.;senang
Joss pokok nya aerostreet, bahan bagus model sangat keren ukuran pas jahitan rapih nyaman sekali di pakai pengiriman kilat, pokoknya sukses selalu untuk aerostreet LOKAL TAK GENTAR ✊ , cintai lah produk-produk Indonesia 🇮🇩 ,, pelanggan setia aerostreet gaskeun terimakasih 🙏;senang
Proses pengiriman cepat. Seller jg responsif. Bahan canvasnya jg mantap. Bakalan repeat order nih hehe. Masukannya aja, utk tali sepatunya agak tipis yah, takut cepet tepo bahannya;senang
Pengiriman dari kurir SiLama. Pdhl penjual sudah langsung request pickup. Pemakaian nyaman di kaki. Sengaja tambah 1 size ukuran buat kaos kaki tebal. Model nya bagus. Sol oke buatan lokal pride..;senang
Buat waktu pengemasan lumayan lama ya sempet sedih dikit tapi pas dateng lumayan seneng soalnya barangnya bagus bgt no kecot anjas;senang
Harga affordable.. Kualitas bagus.. Worth it banget.. Pengiriman cepat.. Pengemasan aman..;senang
sesuai pesanan mantap,maju terus produk indonesia jaga kualitas mu dan kepercayaan konsumen ,teimakasih;senang
bagus banget barang nya nyaman dipakai...sesuai sama gambar...pokoknya the best...aero streeet...🫰🫰;senang
agak lebih lama dri biasanya tpi cukup puas;senang
"Alhamdulillah ada ganti nya sesuai ukuran 44..
makasih kak😊👍🏻";senang
Sepatunya nyaman. Mantap modelnya 👟. Desainnya keren 👍. Proses pesanan cepat.;senang
Produk ke 4 dari Aerostreet yang saya beli. Harga terjangkau, desain keren meski pengiriman sedikit lambat. Sayangnya kebanyakan sepatu Aerostreet size 44 / 45 itu sulit di dapat dan terbatas jumlahnya. sehingga harus buru-buru order ketika ready stock. Semoga ke depannya lebih banyak produksi size besar untuk sepatunya.;senang
"Sepatunya nyaman. Mantap modelnya 👟. Desainnya keren 👍. Ukuran sesuai. Bahannya berkualitas.
Sayangnya pengirimannya lama banget 
9 hari baru sampai ,walaupun dapat diskon ongkir 40 rb dan cuman bayar ongkir 5 rb tapi asli lama banget";senang
barangnya sesuai, bagus, cuma kemasan sudah ancur banget tapi gapapa, saran untuk yang beli klo biasa pake uk 44 mending beli uk 43, begitu seterusnya;senang
untuk yang ini finishing touch nya udah ok banget, jaitannya rapih gk ada yang nongol² jaitannya, buat kedepannya untuk model yang ini kualitas sol bawah nya bisa lebih di tingkatin lagi kualitasnya karena untuk bahan sol bawah nya masih kurang solid kemungkinan bolong nya gampang, but overal semuanya dah bagus👍;senang
